fighter_id,name,height_in,weight_lbs,reach_in,stance,dob,LEAK_record_raw,LEAK_record_wins,LEAK_record_losses,LEAK_record_draws,LEAK_record_nc,LEAK_slpm,LEAK_str_acc_pct,LEAK_sapm,LEAK_str_def_pct,LEAK_td_avg,LEAK_td_acc_pct,LEAK_td_def_pct,LEAK_sub_avg,reach_in_imputed,reach_imputed
2cdb479a0ef0ee1d,Xiong Jingnan,64.0,115.0,63.0,Switch,1988-01-12,19-3-0,19,3,0,0,4.53,34.0,8.13,38.0,0.0,0.0,75.0,0.0,63.0,False
2cfba6c837c03ed0,Patchy Mix,71.0,135.0,70.0,Southpaw,1993-08-16,20-3-0,20,3,0,0,5.3,43.0,7.3,43.0,2.5,62.0,0.0,0.0,70.0,False
2d447cc91bdaa545,Joachim Christensen,75.0,205.0,76.0,Orthodox,1978-11-07,14-6-0,14,6,0,0,3.78,41.0,3.29,46.0,0.0,0.0,0.0,0.0,76.0,False
2db0c114414d4f06,Karine Gevorgyan,64.0,125.0,63.0,,1989-03-09,3-3-0,3,3,0,0,1.2,20.0,1.8,76.0,0.0,0.0,0.0,0.0,63.0,False
2db7fa8db6bc9632,Shane Nelson,69.0,155.0,70.0,Southpaw,1984-11-29,16-7-0,16,7,0,0,1.38,31.0,2.84,61.0,1.31,18.0,54.0,1.6,70.0,False
2dbc60c52de126d8,Harry Hardwick,68.0,145.0,71.0,Switch,1994-09-29,13-5-1,13,5,1,0,5.47,42.0,8.54,44.0,0.0,0.0,0.0,0.0,71.0,False
2dc1bc1a02961656,Manny Bermudez,70.0,145.0,71.0,Orthodox,1994-07-16,14-2-0,14,2,0,0,2.92,61.0,2.68,46.0,3.06,54.0,0.0,3.1,71.0,False
2de91c2244ad7e89,Dominic Waters,73.0,170.0,79.0,Orthodox,1989-04-11,9-5-0,9,5,0,0,0.48,23.0,2.53,39.0,4.07,52.0,28.0,0.0,79.0,False
2e04a3b4a2011b97,Roland Payne,69.0,205.0,,Orthodox,,0-1-0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.69344373773646,True
2e19380f34871c6a,Dominick Reyes,76.0,205.0,77.0,Southpaw,1989-12-26,16-5-0,16,5,0,0,4.99,53.0,3.4,49.0,0.25,28.0,82.0,0.2,77.0,False
2e25c1d983c26311,Colton Smith,72.0,155.0,71.0,Orthodox,1987-08-14,7-4-0,7,4,0,0,1.64,41.0,2.3,51.0,4.09,36.0,25.0,1.4,71.0,False
2e45d08b3f2f02c8,Malcolm Wellmaker,70.0,135.0,71.0,Switch,1994-06-04,10-2-0,10,2,0,0,4.58,55.0,4.23,52.0,0.0,0.0,46.0,0.0,71.0,False
2e585c701f72fe55,Ian Heinisch,71.0,185.0,72.0,Orthodox,1988-08-05,14-5-0,14,5,0,0,3.25,50.0,2.98,59.0,1.02,17.0,59.0,0.7,72.0,False
2e5c2aa8e4ab9d82,Paulo Costa,73.0,205.0,72.0,Orthodox,1991-04-21,16-4-0,16,4,0,0,6.15,59.0,5.96,49.0,0.3,42.0,77.0,0.0,72.0,False
2e7878927067fdca,Manuel Torres,70.0,155.0,73.0,Switch,1995-03-25,17-4-0,17,4,0,0,6.57,56.0,4.24,50.0,1.32,66.0,76.0,0.7,73.0,False
2ebfbe72ed703925,Tristan Connelly,70.0,145.0,68.0,Orthodox,1985-12-12,14-8-0,14,8,0,0,3.31,51.0,2.96,50.0,0.33,14.0,60.0,0.3,68.0,False
2ee09ec2a0695eb9,Mike van Arsdale,74.0,205.0,,Switch,1965-06-20,8-5-0,8,5,0,0,1.52,41.0,1.91,41.0,1.06,14.0,37.0,0.0,75.97017938505194,True
2eeaefbfc7f9fcff,Lina Lansberg,67.0,135.0,65.0,Orthodox,1982-03-13,10-8-0,10,8,0,0,2.69,55.0,3.87,44.0,0.52,27.0,47.0,0.1,65.0,False
2efbc83a6b9b7f86,Tai Bowden,71.0,230.0,,,,1-1-0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.80413799666265,True
2f13e4020cea5b38,Raphael Assuncao,65.0,135.0,66.0,Orthodox,1982-07-19,28-10-0,28,10,0,0,3.22,42.0,2.5,66.0,1.65,39.0,78.0,0.2,66.0,False
2f1700b3a4a09bc7,Paul Georgieff,74.0,170.0,,Orthodox,1982-09-22,6-2-0,6,2,0,0,2.55,40.0,2.34,35.0,0.0,0.0,0.0,0.0,75.97017938505194,True
2f181c0467965b98,Brendan Allen,74.0,185.0,75.0,Orthodox,1995-12-28,27-7-0,27,7,0,0,3.75,52.0,3.78,47.0,1.52,41.0,57.0,1.1,75.0,False
2f1a257d6777096d,Luigi Vendramini,68.0,155.0,73.0,Orthodox,1996-01-16,9-3-0,9,3,0,0,2.82,40.0,3.82,57.0,1.11,15.0,100.0,0.6,73.0,False
2f3f12002564bb55,Steve Bruno,70.0,170.0,,Orthodox,1981-11-03,15-6-0,15,6,0,0,0.96,52.0,3.38,36.0,1.94,25.0,46.0,0.4,71.74879086719955,True
2f43a3e82661fa99,Rei Tsuruya,66.0,125.0,68.0,Orthodox,2002-06-22,11-1-0,11,1,0,0,2.4,53.0,1.91,43.0,5.03,37.0,50.0,2.0,68.0,False
2f5cbecbbe18bac4,Shamil Abdurakhimov,75.0,235.0,76.0,Orthodox,1981-09-02,20-8-0,20,8,0,0,2.41,44.0,3.02,55.0,1.01,23.0,45.0,0.1,76.0,False
2f6a993c7f547c13,Sergey Morozov,66.0,135.0,67.0,Orthodox,1989-06-14,19-5-0,19,5,0,0,3.01,43.0,2.97,61.0,3.63,31.0,68.0,0.0,67.0,False
2f732dd9210d301f,Tito Ortiz,75.0,205.0,74.0,Orthodox,1975-01-23,19-12-1,19,12,1,0,2.59,46.0,2.88,60.0,2.47,35.0,54.0,0.6,74.0,False
2f815ed5f8278ba6,Ateba Gautier,76.0,185.0,81.0,Switch,2002-04-10,11-1-0,11,1,0,0,4.32,43.0,2.6,54.0,0.41,100.0,93.0,0.0,81.0,False
2f95a3c6d58b2aad,Iuri Alcantara,69.0,135.0,71.0,Southpaw,1980-08-04,35-10-0 (1 NC),35,10,0,1,2.72,45.0,2.79,49.0,1.44,62.0,60.0,0.8,71.0,False
2fc7e9701642ca38,Matthew Lopez,67.0,135.0,69.0,Southpaw,1987-01-21,10-4-0,10,4,0,0,3.13,50.0,3.73,55.0,3.32,60.0,71.0,1.3,69.0,False
2fe9032955c2e013,Joseph Morales,66.0,125.0,69.0,Switch,1994-08-22,15-2-0,15,2,0,0,2.0,40.0,2.05,57.0,1.14,42.0,26.0,3.0,69.0,False
2fee10d5cf86bfca,Maia Stevenson,64.0,115.0,62.0,Orthodox,1982-03-19,6-5-0,6,5,0,0,1.57,54.0,3.13,33.0,3.91,100.0,50.0,0.0,62.0,False
2ff2e6e5abea3e53,Lewis Gonzalez,70.0,170.0,,Orthodox,1987-09-19,11-3-0,11,3,0,0,1.4,37.0,1.87,41.0,2.0,33.0,62.0,0.0,71.74879086719955,True
3033c1c080672475,Dakota Bush,70.0,155.0,73.0,Orthodox,1994-06-09,8-4-0,8,4,0,0,2.77,38.0,4.42,41.0,2.4,33.0,0.0,0.0,73.0,False
303a05a7aa3ff761,Richard Walsh,72.0,170.0,73.0,Orthodox,1988-12-01,9-5-0,9,5,0,0,3.84,46.0,2.72,58.0,1.55,40.0,66.0,0.2,73.0,False
304a21d0595e1a08,Justin Jaynes,67.0,145.0,68.0,Orthodox,1989-08-10,16-8-0,16,8,0,0,3.34,44.0,5.33,62.0,0.75,40.0,20.0,1.1,68.0,False
304fcd812f12c589,Geza Kalman,73.0,200.0,,,,4-9-0,4,9,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91483225558883,True
3058888c33149a53,Yusuke Kasuya,67.0,155.0,,Southpaw,1989-11-16,9-3-0,9,3,0,0,2.17,44.0,4.34,48.0,1.36,33.0,0.0,0.0,68.58274947881027,True
305d73ede05e31ad,Austin Lingo,70.0,145.0,70.0,Orthodox,1994-07-10,9-3-0,9,3,0,0,3.86,37.0,4.86,57.0,0.43,66.0,75.0,0.0,70.0,False
30a09e43f15f1d75,Paulo Thiago,71.0,170.0,74.0,Orthodox,1981-01-25,18-9-0,18,9,0,0,1.71,39.0,1.99,63.0,1.42,31.0,63.0,1.2,74.0,False
30b577b112bef42d,Vernon Ramos Ho,66.0,170.0,,Orthodox,1992-06-03,3-1-0,3,1,0,0,4.0,25.0,8.0,55.0,0.0,0.0,0.0,0.0,67.52740234934717,True
30cad5a751adcb48,Alibi Idiris,66.0,125.0,68.0,Orthodox,1994-10-22,11-1-0 (1 NC),11,1,0,1,2.51,44.0,2.64,60.0,3.25,31.0,66.0,0.0,68.0,False
30cd319d39ee689b,Gerry Harris,80.0,270.0,,Orthodox,,1-4-0,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,82.3022621618305,True
30ea504870f8597b,Josh Stansbury,74.0,205.0,74.0,Orthodox,1984-11-19,4-8-0,4,8,0,0,3.22,54.0,3.54,54.0,0.0,0.0,87.0,1.0,74.0,False
31123249b0bbf52e,Matt Brown,72.0,170.0,75.0,Orthodox,1981-01-10,26-19-0,26,19,0,0,3.76,55.0,2.92,55.0,1.68,46.0,63.0,1.3,75.0,False
312f47c3d2f83ffa,Houston Dorr,73.0,210.0,,Orthodox,,1-2-0,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74.91483225558883,True
312f7d7b2b2f7de4,Djorden Santos,72.0,185.0,75.0,Orthodox,1997-08-01,11-3-0,11,3,0,0,6.64,42.0,6.35,48.0,0.51,28.0,85.0,0.0,75.0,False
3138fab619faf4d1,Brian Cobb,71.0,155.0,,Orthodox,1980-09-03,20-9-0,20,9,0,0,0.0,0.0,3.68,55.0,5.81,50.0,0.0,0.0,72.80413799666265,True
3143bf892608139a,Yana Santos,66.0,135.0,68.0,Orthodox,1989-11-11,17-8-0 (1 NC),17,8,0,1,4.41,57.0,3.12,52.0,0.78,47.0,51.0,0.1,68.0,False
31652c9267606d54,John Lober,71.0,199.0,,Orthodox,1968-02-26,5-9-4,5,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72.80413799666265,True
318572f6f74b760d,Charlie Ontiveros,74.0,155.0,74.0,Switch,1991-07-04,11-9-0,11,9,0,0,1.89,41.0,5.86,31.0,0.0,0.0,30.0,0.0,74.0,False
318e629d1eb7aa49,Richie Hightower,68.0,170.0,,Orthodox,1974-11-26,8-4-0 (1 NC),8,4,0,1,4.62,35.0,6.92,21.0,3.46,100.0,100.0,0.0,69.63809660827336,True
319fa1bd3176bded,Johnny Rhodes,72.0,210.0,,Orthodox,,2-1-0,2,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73.85948512612573,True
31a13532e724ca2b,Stevie Ray,70.0,155.0,70.0,Southpaw,1990-03-25,23-9-0,23,9,0,0,3.73,44.0,2.93,54.0,0.75,46.0,55.0,0.6,70.0,False
31bb0772f21cabd8,Daniel Lacerda,66.0,125.0,70.0,Switch,1996-06-05,11-6-0 (1 NC),11,6,0,1,3.95,45.0,8.28,34.0,2.32,50.0,0.0,1.2,70.0,False
31bbd39c0a075d4e,Pingyuan Liu,66.0,135.0,72.0,Orthodox,1993-02-13,13-7-0,13,7,0,0,2.36,33.0,2.99,54.0,0.25,20.0,56.0,1.0,72.0,False
31bbd46d57dfbcb7,John Campetella,69.0,235.0,,Orthodox,,0-1-0,0,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.69344373773646,True
31c01fbc2586a5eb,Dwayne Cason,70.0,212.0,,Orthodox,,1-1-0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71.74879086719955,True
31ceaf0e670c1578,Gil Castillo,69.0,170.0,,Southpaw,1965-10-21,8-5-0,8,5,0,0,0.6,45.0,2.22,44.0,3.33,45.0,50.0,0.0,70.69344373773646,True
31d7446b184e3305,Magomed Mustafaev,68.0,155.0,71.0,Orthodox,1988-08-02,14-4-0,14,4,0,0,2.59,58.0,2.68,41.0,3.31,50.0,23.0,0.4,71.0,False
31dbfbe4e7a6727c,Trey Waters,77.0,170.0,77.0,Orthodox,1995-02-21,9-2-0,9,2,0,0,6.39,44.0,5.83,55.0,0.4,33.0,85.0,0.8,77.0,False
31ee470ef5dc8d7f,Thiago Alves,69.0,170.0,70.0,Orthodox,1983-10-03,23-15-0,23,15,0,0,3.73,41.0,3.42,62.0,0.71,60.0,63.0,0.3,70.0,False
31ef8b67e13495b3,Tecia Pennington,61.0,115.0,60.0,Orthodox,1989-08-16,15-8-0,15,8,0,0,4.73,48.0,3.48,61.0,0.56,14.0,62.0,0.1,60.0,False
31f8081c7600da93,Kyle Nelson,71.0,155.0,71.0,Switch,1991-04-20,17-7-1,17,7,1,0,3.6,45.0,4.58,53.0,1.18,23.0,66.0,0.5,71.0,False
32016899d0a222a3,Lee Murray,75.0,185.0,,Orthodox,1977-09-12,8-2-1 (1 NC),8,2,1,1,0.36,15.0,3.28,32.0,0.9,100.0,42.0,1.8,77.02552651451502,True
320edfb0332b7073,Fredson Paixao,66.0,145.0,66.0,Orthodox,1979-05-13,10-5-0 (1 NC),10,5,0,1,1.71,54.0,2.31,62.0,0.62,11.0,10.0,2.2,66.0,False
322a56923b396b4d,DaMarques Johnson,73.0,170.0,75.0,Orthodox,1982-06-28,15-15-0,15,15,0,0,2.11,37.0,3.75,51.0,1.18,55.0,19.0,0.7,75.0,False
3236bf606fe9fa5b,Travis Browne,78.0,255.0,79.0,Orthodox,1982-07-17,18-7-1,18,7,1,0,2.93,41.0,4.31,42.0,1.21,68.0,75.0,0.2,79.0,False
323d4ca260dfa0ba,Esteban Ribovics,70.0,155.0,69.0,Orthodox,1996-04-27,15-3-0,15,3,0,0,7.27,43.0,5.83,54.0,0.35,66.0,66.0,0.2,69.0,False
32490e80ddab1e5a,Song Kenan,72.0,170.0,71.0,Orthodox,1990-03-10,22-9-0,22,9,0,0,4.49,46.0,5.82,51.0,0.42,30.0,73.0,0.0,71.0,False
3253b16d38ae087d,Julianna Pena,66.0,135.0,69.0,Orthodox,1989-08-19,13-6-0,13,6,0,0,3.1,44.0,2.56,57.0,1.7,54.0,24.0,0.8,69.0,False
325ad0dd9126d3df,Randy Costa,69.0,135.0,73.0,Switch,1994-07-06,6-4-0,6,4,0,0,6.53,46.0,7.58,58.0,0.0,0.0,50.0,0.0,73.0,False
3261aa79bf6caa64,Ben Johnston,76.0,185.0,76.0,Orthodox,1990-10-11,5-2-0,5,2,0,0,1.01,75.0,1.01,29.0,2.54,100.0,100.0,0.0,76.0,False
326a001926ffb7ec,Darian Weeks,71.0,170.0,72.0,Orthodox,1993-11-23,5-3-0,5,3,0,0,4.49,51.0,4.56,51.0,2.0,30.0,100.0,0.0,72.0,False
326f94d6cfb1bf25,Ben Sosoli,72.0,265.0,72.0,Southpaw,1989-12-10,7-3-0 (2 NC),7,3,0,2,2.31,31.0,4.3,47.0,0.0,0.0,0.0,0.0,72.0,False
327d5f279895110d,Roman Dolidze,74.0,185.0,76.0,Orthodox,1988-07-15,15-5-0,15,5,0,0,3.19,41.0,3.71,48.0,1.16,43.0,32.0,0.7,76.0,False
329e403448756217,Nathaniel Wood,66.0,145.0,69.0,Orthodox,1993-05-08,23-6-0,23,6,0,0,5.64,51.0,4.25,54.0,1.35,48.0,73.0,0.5,69.0,False
32a3025d5db456ae,Jon Hess,79.0,295.0,,,,1-1-0,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.2469150323674,True
32ab52e5de93092d,Steve Erceg,68.0,125.0,68.0,Orthodox,1995-07-27,14-4-0,14,4,0,0,4.64,47.0,4.07,55.0,1.13,28.0,67.0,0.4,68.0,False
32ba186f4b0e3267,Brian Ebersole,72.0,170.0,73.0,Southpaw,1980-11-27,51-18-1 (1 NC),51,18,1,1,2.32,49.0,2.14,56.0,1.7,23.0,61.0,0.1,73.0,False
32be4b7f7de1c905,Chico Camus,66.0,125.0,66.0,Orthodox,1985-01-26,17-7-0 (1 NC),17,7,0,1,2.58,41.0,2.46,64.0,0.77,40.0,72.0,0.4,66.0,False
32c03df3c9760069,Wendell Oliveira Marques,70.0,170.0,,Orthodox,1983-06-01,29-10-0,29,10,0,0,3.77,47.0,4.4,47.0,0.0,0.0,100.0,0.0,71.74879086719955,True
32c355b04fc57f3a,Marc Diakiese,70.0,155.0,73.0,Orthodox,1993-03-16,17-7-0,17,7,0,0,2.54,40.0,2.64,52.0,3.29,43.0,66.0,0.0,73.0,False
32c3ee378671a5d9,Austin Vanderford,71.0,170.0,74.0,Orthodox,1990-03-21,13-3-0,13,3,0,0,3.04,59.0,2.71,48.0,3.08,35.0,100.0,1.2,74.0,False
32feae6d9a1e5047,Quang Le,67.0,135.0,70.0,Orthodox,1991-10-18,9-3-0,9,3,0,0,2.82,38.0,4.59,49.0,2.9,33.0,100.0,0.4,70.0,False
33011768c3c4dc9a,Terry Etim,73.0,155.0,73.0,Orthodox,1986-01-11,16-5-0,16,5,0,0,2.16,35.0,2.53,67.0,0.43,30.0,39.0,1.4,73.0,False
330bafba312face4,Oliver Enkamp,72.0,170.0,77.0,Switch,1991-08-10,7-2-0,7,2,0,0,2.38,36.0,3.55,37.0,0.87,16.0,0.0,0.0,77.0,False
330ec26453c44a59,Mike Nickels,76.0,205.0,,Orthodox,1971-12-13,9-5-0,9,5,0,0,4.44,52.0,1.11,64.0,11.11,80.0,0.0,2.8,78.08087364397812,True
3329d692aea4dc28,Hamdy Abdelwahab,74.0,265.0,72.0,Southpaw,1993-01-22,7-1-0 (1 NC),7,1,0,1,4.27,55.0,3.67,51.0,3.25,65.0,100.0,0.0,72.0,False
333b9e5c723ac873,Aleksandar Rakic,76.0,205.0,78.0,Orthodox,1992-02-06,14-6-0,14,6,0,0,4.13,50.0,2.86,51.0,0.64,21.0,85.0,0.1,78.0,False
3351aa64aa83c4d9,Cory McKenna,63.0,115.0,58.0,Orthodox,1999-07-11,8-4-0,8,4,0,0,2.94,38.0,3.68,46.0,2.0,47.0,75.0,0.4,58.0,False
338a11d3674eb2d4,Aaron Wilkinson,70.0,155.0,,Orthodox,1987-01-31,11-7-0,11,7,0,0,0.0,0.0,0.0,100.0,7.32,100.0,0.0,0.0,71.74879086719955,True
33a331684283900f,Eddie Alvarez,69.0,155.0,69.0,Orthodox,1984-01-11,29-6-0 (1 NC),29,6,0,1,4.32,41.0,4.39,55.0,2.92,36.0,92.0,0.5,69.0,False
33a86e839ad202d8,Luis Felipe Dias,70.0,185.0,74.0,,1995-01-17,18-5-0,18,5,0,0,2.86,45.0,2.71,55.0,4.52,57.0,66.0,1.1,74.0,False
33a8708747b7f943,Lucas Brennan,70.0,155.0,72.0,Southpaw,2000-06-03,11-3-0,11,3,0,0,0.6,25.0,2.2,52.0,0.0,0.0,33.0,1.0,72.0,False
33b2f68ef95252e0,Miguel Torres,69.0,135.0,76.0,Orthodox,1981-01-18,44-9-0,44,9,0,0,3.98,43.0,1.86,74.0,0.0,0.0,17.0,1.6,76.0,False
33e00249ef08d3a4,Jake Lindsey,71.0,155.0,,Switch,1986-06-21,12-7-0,12,7,0,0,3.44,52.0,4.01,46.0,0.65,33.0,50.0,0.0,72.80413799666265,True
33e33d51f289d2a1,Maurice Smith,74.0,221.0,,Orthodox,1961-12-13,12-14-0,12,14,0,0,0.41,46.0,0.47,60.0,0.89,50.0,20.0,0.9,75.97017938505194,True
33efaf2d0941cfcf,Andre Fialho,72.0,170.0,74.0,Orthodox,1994-04-07,16-8-0 (1 NC),16,8,0,1,3.3,41.0,6.26,45.0,0.25,100.0,66.0,0.0,74.0,False
3410cf010558dc8b,Scott Smith,72.0,185.0,70.0,Orthodox,1979-05-21,18-11-0 (1 NC),18,11,0,1,1.9,27.0,5.87,50.0,0.12,6.0,58.0,0.5,70.0,False
3414b50b08a10600,Antonio McKee,68.0,155.0,,Southpaw,1970-03-12,29-6-2,29,6,2,0,1.37,45.0,0.74,74.0,1.47,33.0,57.0,0.0,69.63809660827336,True
34218661c44ed55d,Michel Batista,75.0,260.0,,Orthodox,1984-04-20,4-1-0 (1 NC),4,1,0,1,0.0,0.0,4.03,40.0,6.72,50.0,0.0,0.0,77.02552651451502,True
348dff4e03bd18c6,Stefan Sekulic,72.0,170.0,75.0,Southpaw,1992-02-12,12-4-0,12,4,0,0,1.83,50.0,2.83,64.0,2.0,33.0,25.0,0.5,75.0,False
349aaa3da11eb587,Karo Parisyan,70.0,170.0,72.0,Orthodox,1982-08-28,24-11-0 (1 NC),24,11,0,1,2.49,41.0,2.19,58.0,5.27,59.0,59.0,1.0,72.0,False
34b96d52db1d26e6,Kevin Borjas,65.0,125.0,68.0,Orthodox,1997-12-06,11-5-0,11,5,0,0,3.87,42.0,5.27,50.0,0.0,0.0,72.0,0.0,68.0,False
34c2b3656f88f7ef,Aaron Phillips,69.0,135.0,71.0,Southpaw,1989-08-05,12-5-0,12,5,0,0,1.51,53.0,3.66,43.0,0.86,50.0,44.0,0.6,71.0,False
34e516ab361afb1c,Darrick Minner,67.0,145.0,69.0,Orthodox,1990-04-28,26-14-0,26,14,0,0,2.63,65.0,2.28,35.0,2.4,72.0,66.0,2.7,69.0,False
34e552520a934063,Brad Scott,73.0,170.0,76.0,Orthodox,1989-06-24,11-6-0,11,6,0,0,3.52,41.0,4.31,57.0,0.32,15.0,63.0,0.7,76.0,False
34f88592c0ab7a54,Elias Theodorou,73.0,185.0,75.0,Orthodox,1988-05-31,16-3-0,16,3,0,0,4.19,42.0,2.39,53.0,1.27,28.0,59.0,0.0,75.0,False
34ff304266360297,Manon Fiorot,67.0,125.0,65.0,Orthodox,1990-02-17,13-2-0,13,2,0,0,5.66,42.0,3.58,66.0,1.05,29.0,87.0,0.0,65.0,False
351c4ec637380ad5,Karol Rosa,65.0,135.0,67.0,Orthodox,1994-12-30,19-8-0,19,8,0,0,5.47,55.0,4.28,49.0,1.08,48.0,72.0,0.1,67.0,False
353de740bb6c7e75,Mike Russow,73.0,255.0,73.0,Orthodox,1976-09-11,15-3-0 (1 NC),15,3,0,1,1.55,47.0,2.9,59.0,4.66,43.0,0.0,0.7,73.0,False
35673bf5204524ee,Bo Nickal,73.0,185.0,76.0,Southpaw,1996-01-14,9-1-0,9,1,0,0,3.36,61.0,1.93,60.0,3.12,57.0,100.0,2.3,76.0,False
3591d0d5d382a381,Francis Carmont,75.0,205.0,78.0,Orthodox,1981-10-11,25-12-0,25,12,0,0,2.22,42.0,1.64,59.0,1.79,36.0,73.0,0.6,78.0,False
35b3772629e27a49,Kevin Croom,71.0,135.0,73.0,Orthodox,1987-07-15,21-15-0 (1 NC),21,15,0,1,2.65,34.0,3.1,41.0,0.48,5.0,30.0,0.5,73.0,False
35dc6220b113b7ec,Ryan Roberts,66.0,155.0,,Orthodox,1978-07-16,21-12-1 (1 NC),21,12,1,1,0.0,0.0,22.5,45.0,0.0,0.0,0.0,0.0,67.52740234934717,True
35e1f9984ed64206,Ryan MacDonald,71.0,135.0,71.0,Switch,1993-03-18,10-2-0,10,2,0,0,2.28,29.0,6.49,45.0,0.0,0.0,0.0,0.0,71.0,False
35faad160d346839,Mizuto Hirota,67.0,155.0,67.0,Orthodox,1981-05-05,18-10-2,18,10,2,0,3.36,40.0,3.5,54.0,1.36,50.0,58.0,0.1,67.0,False
3618e0632ecdba9c,Keiichiro Nakamura,70.0,145.0,70.0,Southpaw,1998-12-02,8-1-0,8,1,0,0,4.48,41.0,4.28,63.0,0.0,0.0,78.0,0.0,70.0,False
361d49960a196976,Daniel Pineda,67.0,145.0,69.0,Orthodox,1985-08-06,28-17-0 (3 NC),28,17,0,3,2.85,49.0,3.26,45.0,1.42,24.0,54.0,1.5,69.0,False
36207c58e854cae5,Dashon Johnson,67.0,145.0,,Orthodox,1988-01-25,9-2-0,9,2,0,0,1.01,69.0,3.83,35.0,0.85,33.0,63.0,0.8,68.58274947881027,True
3623bd267a2eef2e,Yaotzin Meza,69.0,145.0,71.0,Orthodox,1981-02-04,21-11-0 (1 NC),21,11,0,1,1.43,41.0,1.62,64.0,1.06,20.0,18.0,1.4,71.0,False
36541f1e6c5d4955,Viviane Araujo,64.0,125.0,68.0,Orthodox,1986-11-21,13-7-0,13,7,0,0,3.84,47.0,4.83,55.0,1.72,43.0,75.0,0.6,68.0,False
36549928f90f1d36,Jose Quinonez,68.0,135.0,69.0,Southpaw,1990-07-28,9-5-0,9,5,0,0,3.6,45.0,3.0,64.0,2.7,47.0,42.0,0.6,69.0,False
365fee2da473b177,Anthony Johnson,74.0,205.0,78.0,Orthodox,1984-03-06,22-6-0,22,6,0,0,3.25,47.0,1.83,60.0,2.43,57.0,77.0,0.6,78.0,False
369e1ce458ef50a6,Ruslan Magomedov,75.0,242.0,78.0,Orthodox,1986-11-26,14-1-0,14,1,0,0,4.02,47.0,1.47,66.0,0.33,100.0,88.0,0.0,78.0,False
369ea36e450ae62a,Armen Petrosyan,75.0,185.0,71.0,Orthodox,1990-11-03,9-5-0,9,5,0,0,5.84,53.0,3.31,53.0,0.17,33.0,41.0,0.0,71.0,False
36a432f22144843e,Neil Grove,78.0,265.0,,Orthodox,1971-01-18,12-8-1,12,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,14.3,80.19156790290431,True
36b8f265bcd1b7a4,Abus Magomedov,74.0,185.0,78.0,Orthodox,1990-09-02,29-7-1,29,7,1,0,3.06,48.0,3.34,56.0,2.5,59.0,100.0,0.6,78.0,False
36df8e119aec6175,Sarah Kaufman,65.0,135.0,66.0,Orthodox,1985-09-20,18-4-0 (1 NC),18,4,0,1,6.65,46.0,4.0,62.0,0.38,57.0,81.0,0.0,66.0,False
36e78278a77006d4,Connor Matthews,68.0,145.0,71.0,Switch,1992-05-31,7-4-0,7,4,0,0,4.82,43.0,6.06,55.0,3.24,55.0,46.0,0.7,71.0,False
36fbaa49a09ff997,Brian Houston,74.0,185.0,,Orthodox,1981-04-26,4-6-0,4,6,0,0,1.9,35.0,3.67,53.0,0.95,100.0,87.0,0.0,75.97017938505194,True
37098a6e6c27fb66,Vince Morales,67.0,135.0,70.0,Orthodox,1990-11-12,16-11-0,16,11,0,0,3.54,37.0,3.91,54.0,0.71,47.0,63.0,0.5,70.0,False
3738e68d2261e60f,Andrei Arlovski,75.0,240.0,77.0,Orthodox,1979-02-04,34-24-0 (2 NC),34,24,0,2,3.82,45.0,3.22,57.0,0.37,35.0,76.0,0.2,77.0,False
3753714927f18437,Mohammad Yahya,69.0,145.0,73.0,Switch,1994-05-23,12-6-0,12,6,0,0,3.5,39.0,6.39,43.0,0.5,20.0,42.0,0.5,73.0,False
3795fca327cbcf23,Antonio Mendes,75.0,205.0,77.0,Southpaw,1981-04-19,18-13-0,18,13,0,0,1.34,47.0,6.85,22.0,2.51,50.0,100.0,0.0,77.0,False
37b1696e6d115957,Rolando Delgado,75.0,155.0,77.0,Orthodox,1981-11-22,11-6-1,11,6,1,0,1.56,40.0,1.83,62.0,1.17,22.0,0.0,3.5,77.0,False
37c5366d18ed6c05,Roosevelt Roberts,74.0,155.0,73.0,Orthodox,1994-02-11,12-6-0 (1 NC),12,6,0,1,2.84,43.0,3.1,52.0,1.18,26.0,50.0,0.7,73.0,False
37cc294027f55e4d,Austin Springer,68.0,145.0,71.0,Orthodox,1987-05-12,12-4-0,12,4,0,0,3.54,57.0,3.15,41.0,3.37,40.0,100.0,0.8,71.0,False
37d5b176d438d2a5,Karl Roberson,73.0,205.0,74.0,Southpaw,1990-10-04,9-6-0,9,6,0,0,2.57,51.0,2.42,57.0,0.72,40.0,40.0,0.5,74.0,False
