fight_id,event_name,event_date,weight_class,method,round,time_sec,scheduled_rounds,time_format_raw,has_stats,fighter_id,fighter_name,opponent_id,opponent_name,result,is_win,kd,sig_str_landed,sig_str_attempted,sig_str_pct,total_str_landed,total_str_attempted,td_landed,td_attempted,td_pct,sub_att,rev,ctrl_sec,opp_kd,opp_sig_str_landed,opp_sig_str_attempted,opp_sig_str_pct,opp_total_str_landed,opp_total_str_attempted,opp_td_landed,opp_td_attempted,opp_td_pct,opp_sub_att,opp_rev,opp_ctrl_sec,pf_total_fights,pf_wins,pf_win_pct,pf_win_pct_last5,pf_win_streak,pf_days_since_last,pf_fights_last_365d,pf_fights_last_730d,car_sig_str_landed,r5_sig_str_landed,car_sig_str_attempted,r5_sig_str_attempted,car_total_str_landed,r5_total_str_landed,car_total_str_attempted,r5_total_str_attempted,car_td_landed,r5_td_landed,car_td_attempted,r5_td_attempted,car_kd,r5_kd,car_sub_att,r5_sub_att,car_rev,r5_rev,car_ctrl_sec,r5_ctrl_sec,car_opp_sig_str_landed,r5_opp_sig_str_landed,car_opp_sig_str_attempted,r5_opp_sig_str_attempted,car_opp_total_str_landed,r5_opp_total_str_landed,car_opp_total_str_attempted,r5_opp_total_str_attempted,car_opp_td_landed,r5_opp_td_landed,car_opp_td_attempted,r5_opp_td_attempted,car_opp_kd,r5_opp_kd,car_opp_sub_att,r5_opp_sub_att,car_opp_rev,r5_opp_rev,car_opp_ctrl_sec,r5_opp_ctrl_sec,car_sig_str_acc,car_sig_str_att_pervol,car_td_acc,car_td_att_pervol,car_opp_sig_str_acc,car_opp_sig_str_att_pervol,car_str_def,car_opp_td_acc,car_opp_td_att_pervol,car_td_def,r5_sig_str_acc,r5_td_acc,trend_sig_str_acc,trend_td_acc,trend_td_attempts,trend_sig_output,trend_damage_absorbed,trend_winpct,pf_ko_losses,pf_sub_losses,pf_dec_losses,pf_fights_since_ko_loss,pf_fights_since_finish_loss,pf_ever_ko_loss,pf_ever_finish_loss,pf_career_damage_absorbed,pf_damage_absorbed_per_fight,pf_pct_reach_r3,pf_late_win_rate,pf_avg_fight_duration,pf_elo,this_opp_elo,pf_sos_avg_opp_elo,pf_sos_opp_elo_last5,car_td_def_qadj,car_str_def_qadj,height_in,weight_lbs,reach_in,reach_in_imputed,reach_imputed,stance,dob,age_at_fight,reach_use
5bc31abb5842942a,UFC 282: Blachowicz vs. Ankalaev,2022-12-10,Bantamweight,KO/TKO,3,253,3.0,3 Rnd (5-5-5),True,3c8a5200436e19f3,Cameron Saaiman,84512339473dd300,Steven Koslow,win,1.0,0.0,53.0,89.0,59.0,105.0,149.0,0.0,0.0,,0.0,6.0,389.0,0.0,11.0,29.0,37.0,20.0,42.0,5.0,9.0,55.0,1.0,2.0,280.0,0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1500.0,1500.0,,,,,68.0,135.0,67.0,67.0,False,Southpaw,2000-12-20,21.971252566735114,67.0
0eb16f1307f66a11,UFC 285: Jones vs. Gane,2023-03-04,Bantamweight,Decision - Majority,3,300,3.0,3 Rnd (5-5-5),True,3c8a5200436e19f3,Cameron Saaiman,c0386644627a7ee5,Mana Martinez,win,1.0,1.0,117.0,240.0,48.0,146.0,272.0,1.0,1.0,100.0,0.0,0.0,247.0,0.0,60.0,148.0,40.0,63.0,160.0,0.0,0.0,,0.0,0.0,0.0,1,1.0,1.0,1.0,0.0,84.0,1.0,1.0,53.0,53.0,89.0,89.0,105.0,105.0,149.0,149.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,389.0,389.0,11.0,11.0,29.0,29.0,20.0,20.0,42.0,42.0,5.0,5.0,9.0,9.0,0.0,0.0,1.0,1.0,2.0,2.0,280.0,280.0,0.5955056179775281,89.0,,0.0,0.3793103448275862,29.0,0.6206896551724138,0.5555555555555556,9.0,0.4444444444444444,0.5955056179775281,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,11.0,11.0,1.0,1.0,253.0,1516.0,1512.3938007837044,1500.0,1500.0,0.4444444444444444,0.6206896551724138,68.0,135.0,67.0,67.0,False,Southpaw,2000-12-20,22.20123203285421,67.0
dbf8a4b0870a47d1,UFC 290: Volkanovski vs. Rodriguez,2023-07-08,Bantamweight,KO/TKO,1,190,3.0,3 Rnd (5-5-5),True,3c8a5200436e19f3,Cameron Saaiman,f3ca6908f78efebe,Terrence Mitchell,win,1.0,0.0,18.0,32.0,56.0,23.0,38.0,2.0,2.0,100.0,1.0,1.0,97.0,0.0,3.0,7.0,42.0,6.0,11.0,1.0,2.0,50.0,0.0,0.0,66.0,2,2.0,1.0,1.0,1.0,126.0,2.0,2.0,85.0,85.0,164.5,164.5,125.5,125.5,210.5,210.5,0.5,0.5,0.5,0.5,0.5,0.5,0.0,0.0,3.0,3.0,318.0,318.0,35.5,35.5,88.5,88.5,41.5,41.5,101.0,101.0,2.5,2.5,4.5,4.5,0.0,0.0,0.5,0.5,1.0,1.0,140.0,140.0,0.5167173252279635,164.5,1.0,0.5,0.4011299435028249,88.5,0.5988700564971752,0.5555555555555556,4.5,0.4444444444444444,0.5167173252279635,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,71.0,35.5,1.0,1.0,276.5,1531.833934352413,1500.0,1506.196900391852,1506.196900391852,0.44628056307906727,0.6013441485556924,68.0,135.0,67.0,67.0,False,Southpaw,2000-12-20,22.546201232032853,67.0
0197a61472fc351d,UFC Fight Night: Yusuff vs. Barboza,2023-10-14,Bantamweight,Decision - Unanimous,3,300,3.0,3 Rnd (5-5-5),True,3c8a5200436e19f3,Cameron Saaiman,5ec591b78349ba7e,Christian Rodriguez,loss,0.0,0.0,73.0,175.0,41.0,87.0,192.0,0.0,5.0,0.0,1.0,0.0,86.0,0.0,83.0,161.0,51.0,92.0,173.0,3.0,6.0,50.0,2.0,1.0,192.0,3,3.0,1.0,1.0,2.0,98.0,3.0,3.0,62.666666666666664,62.666666666666664,120.33333333333333,120.33333333333333,91.33333333333333,91.33333333333333,153.0,153.0,1.0,1.0,1.0,1.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,2.3333333333333335,2.3333333333333335,244.33333333333334,244.33333333333334,24.666666666666668,24.666666666666668,61.333333333333336,61.333333333333336,29.666666666666668,29.666666666666668,71.0,71.0,2.0,2.0,3.6666666666666665,3.6666666666666665,0.0,0.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,115.33333333333333,115.33333333333333,0.5207756232686981,120.33333333333333,1.0,1.0,0.40217391304347827,61.333333333333336,0.5978260869565217,0.5454545454545454,3.6666666666666665,0.4545454545454546,0.5207756232686981,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0,0,74.0,24.666666666666668,0.6666666666666666,0.6666666666666666,247.66666666666666,1546.3720162516706,1518.1784213211251,1504.1312669279014,1504.1312669279014,0.4557973536145156,0.5994726063843084,68.0,135.0,67.0,67.0,False,Southpaw,2000-12-20,22.8145106091718,67.0
127be512f86618b2,UFC Fight Night: Ribas vs. Namajunas,2024-03-23,Bantamweight,KO/TKO,2,21,3.0,3 Rnd (5-5-5),True,3c8a5200436e19f3,Cameron Saaiman,6e743a33d56bdaa4,Payton Talbott,loss,0.0,0.0,31.0,64.0,48.0,33.0,66.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,79.0,129.0,61.0,83.0,135.0,0.0,1.0,0.0,0.0,0.0,30.0,4,3.0,0.75,0.75,3.0,161.0,2.0,4.0,65.25,65.25,134.0,134.0,90.25,90.25,162.75,162.75,0.75,0.75,2.0,2.0,0.25,0.25,0.5,0.5,1.75,1.75,204.75,204.75,39.25,39.25,86.25,86.25,45.25,45.25,96.5,96.5,2.25,2.25,4.25,4.25,0.0,0.0,0.75,0.75,0.75,0.75,134.5,134.5,0.4869402985074627,134.0,0.375,2.0,0.45507246376811594,86.25,0.5449275362318841,0.5294117647058824,4.25,0.47058823529411764,0.4869402985074627,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,0,157.0,39.25,0.75,0.5,260.75,1529.0764956211033,1515.2320246458771,1507.6430555262073,1507.6430555262073,0.47298605663567284,0.5477041438433371,68.0,135.0,67.0,67.0,False,Southpaw,2000-12-20,23.255304585900067,67.0
c2c20a04a78d9143,UFC Fight Night: Machado Garry vs. Prates,2025-04-26,Bantamweight,KO/TKO,1,119,3.0,3 Rnd (5-5-5),True,3c8a5200436e19f3,Cameron Saaiman,2e45d08b3f2f02c8,Malcolm Wellmaker,loss,0.0,0.0,9.0,18.0,50.0,9.0,18.0,0.0,0.0,,0.0,0.0,0.0,1.0,6.0,12.0,50.0,6.0,12.0,0.0,0.0,,0.0,0.0,1.0,5,3.0,0.6,0.6,-1.0,399.0,0.0,3.0,58.4,58.4,120.0,120.0,78.8,78.8,143.4,143.4,0.6,0.6,2.2,2.2,0.2,0.2,0.4,0.4,1.4,1.4,163.8,163.8,47.2,47.2,94.8,94.8,52.8,52.8,104.2,104.2,1.8,1.8,3.6,3.6,0.2,0.2,0.6,0.6,0.6,0.6,113.6,113.6,0.4866666666666667,120.0,0.2727272727272727,2.2,0.4978902953586498,94.8,0.5021097046413502,0.5,3.6,0.5,0.4866666666666667,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1,1,236.0,47.2,0.6,0.4,212.8,1512.4392714036594,1500.0,1509.1608493501412,1509.1608493501412,0.5030536164500471,0.5051762055489925,68.0,135.0,67.0,67.0,False,Southpaw,2000-12-20,24.347707049965777,67.0
99c12cc04b4261bf,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,2012-12-15,Welterweight,Decision - Unanimous,3,300,3.0,3 Rnd + OT (5-5-5-5),True,3c921b1a30fdcbdd,Mike Ricci,2e25c1d983c26311,Colton Smith,loss,0.0,0.0,9.0,15.0,60.0,10.0,17.0,0.0,0.0,,0.0,1.0,34.0,0.0,15.0,18.0,83.0,88.0,113.0,7.0,16.0,43.0,1.0,0.0,745.0,0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1500.0,1500.0,,,,,72.0,155.0,76.0,76.0,False,Southpaw,1986-03-18,26.746064339493497,76.0
cc6e74d0558b7340,UFC 158: St-Pierre vs Diaz,2013-03-16,Lightweight,Decision - Unanimous,3,300,3.0,3 Rnd (5-5-5),True,3c921b1a30fdcbdd,Mike Ricci,7d09200f6a77b20e,Colin Fletcher,win,1.0,0.0,47.0,137.0,34.0,55.0,145.0,2.0,2.0,100.0,0.0,0.0,218.0,0.0,37.0,127.0,29.0,61.0,152.0,0.0,2.0,0.0,0.0,0.0,75.0,1,0.0,0.0,0.0,0.0,91.0,1.0,1.0,9.0,9.0,15.0,15.0,10.0,10.0,17.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,34.0,34.0,15.0,15.0,18.0,18.0,88.0,88.0,113.0,113.0,7.0,7.0,16.0,16.0,0.0,0.0,1.0,1.0,0.0,0.0,745.0,745.0,0.6,15.0,,0.0,0.8333333333333334,18.0,0.16666666666666663,0.4375,16.0,0.5625,0.6,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,0,15.0,15.0,1.0,0.0,300.0,1484.0,1484.0,1500.0,1500.0,0.5625,0.16666666666666663,72.0,155.0,76.0,76.0,False,Southpaw,1986-03-18,26.99520876112252,76.0
b3bb90f5a2aa0d7c,UFC 165: Jones vs Gustafsson,2013-09-21,Lightweight,Decision - Split,3,300,3.0,3 Rnd (5-5-5),True,3c921b1a30fdcbdd,Mike Ricci,08e908ed6d18d6a0,Myles Jury,loss,0.0,0.0,25.0,98.0,25.0,31.0,105.0,0.0,0.0,,0.0,2.0,46.0,0.0,22.0,72.0,30.0,29.0,84.0,4.0,6.0,66.0,0.0,1.0,353.0,2,1.0,0.5,0.5,-1.0,189.0,2.0,2.0,28.0,28.0,76.0,76.0,32.5,32.5,81.0,81.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,126.0,126.0,26.0,26.0,72.5,72.5,74.5,74.5,132.5,132.5,3.5,3.5,9.0,9.0,0.0,0.0,0.5,0.5,0.0,0.0,410.0,410.0,0.3684210526315789,76.0,1.0,1.0,0.3586206896551724,72.5,0.6413793103448275,0.3888888888888889,9.0,0.6111111111111112,0.3684210526315789,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,,,0,0,52.0,26.0,1.0,0.5,300.0,1500.0,1548.9207957176025,1492.0,1492.0,0.6078518518518519,0.6379586206896551,72.0,155.0,76.0,76.0,False,Southpaw,1986-03-18,27.512662559890487,76.0
8817bd21b6d0a989,UFC Fight Night: Evloev vs. Murphy,2026-03-21,Middleweight,Decision - Unanimous,3,300,3.0,3 Rnd (5-5-5),True,3cc506f115cbb9d5,Mantas Kondratavicius,6d48a2df51749d91,Antonio Trocoli,win,1.0,1.0,75.0,107.0,70.0,135.0,177.0,2.0,4.0,50.0,1.0,0.0,366.0,0.0,17.0,39.0,43.0,29.0,54.0,1.0,12.0,8.0,0.0,0.0,303.0,0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1500.0,1455.5959475288812,,,,,74.0,185.0,75.0,75.0,False,Orthodox,1999-07-17,26.677618069815196,75.0
8c109a0c53ed9618,UFC Fight Night: Blaydes vs. Ngannou 2,2018-11-24,Bantamweight,Submission,2,127,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,d2bc285ead803db0,Louis Smolka,loss,0.0,0.0,18.0,30.0,60.0,20.0,33.0,0.0,0.0,,2.0,1.0,26.0,0.0,32.0,62.0,51.0,42.0,76.0,2.0,5.0,40.0,1.0,0.0,359.0,0,,,,0.0,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,1500.0,1494.4743899890084,,,,,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,22.844626967830255,72.0
09b91014bd88f815,UFC Fight Night: Andrade vs. Zhang,2019-08-31,Bantamweight,Decision - Unanimous,3,300,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,d0e50a3d1b250708,Andre Soukhamthath,win,1.0,0.0,93.0,157.0,59.0,103.0,168.0,1.0,1.0,100.0,0.0,0.0,216.0,0.0,23.0,72.0,31.0,27.0,76.0,0.0,3.0,0.0,0.0,0.0,87.0,1,0.0,0.0,0.0,0.0,280.0,1.0,1.0,18.0,18.0,30.0,30.0,20.0,20.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,26.0,26.0,32.0,32.0,62.0,62.0,42.0,42.0,76.0,76.0,2.0,2.0,5.0,5.0,0.0,0.0,1.0,1.0,0.0,0.0,359.0,359.0,0.6,30.0,,0.0,0.5161290322580645,62.0,0.4838709677419355,0.4,5.0,0.6,0.6,,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,1.0,0,1,32.0,32.0,0.0,0.0,127.0,1483.7455577074168,1474.090421582983,1494.4743899890084,1494.4743899890084,0.5977897559956034,0.48208851289968013,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,23.61122518822724,72.0
8868957c1735bcf0,UFC Fight Night: Smith vs. Clark,2020-11-28,Flyweight,KO/TKO,1,44,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,dee294e9717012c2,Malcolm Gordon,win,1.0,1.0,9.0,18.0,50.0,9.0,18.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,6.0,0.0,0.0,6.0,0.0,0.0,,0.0,0.0,0.0,2,1.0,0.5,0.5,-1.0,455.0,0.0,1.0,55.5,55.5,93.5,93.5,61.5,61.5,100.5,100.5,0.5,0.5,0.5,0.5,0.0,0.0,1.0,1.0,0.5,0.5,121.0,121.0,27.5,27.5,67.0,67.0,34.5,34.5,76.0,76.0,1.0,1.0,4.0,4.0,0.0,0.0,0.5,0.5,0.0,0.0,223.0,223.0,0.5935828877005348,93.5,1.0,0.5,0.41044776119402987,67.0,0.5895522388059702,0.25,4.0,0.75,0.5935828877005348,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,2.0,0,1,55.0,27.5,0.5,0.5,213.5,1499.3010366811386,1484.0,1484.2824057859957,1484.2824057859957,0.7421412028929979,0.5833746769009636,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,24.856947296372347,72.0
ddbe6fd66d7f9e35,UFC Fight Night: Chiesa vs. Magny,2021-01-20,Flyweight,Decision - Unanimous,3,300,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,79cb2a690b9ba5e8,Zarrukh Adashev,win,1.0,0.0,50.0,127.0,39.0,50.0,127.0,0.0,0.0,,0.0,0.0,0.0,0.0,28.0,123.0,22.0,28.0,123.0,0.0,1.0,0.0,0.0,0.0,2.0,3,2.0,0.6666666666666666,0.6666666666666666,1.0,53.0,1.0,2.0,40.0,40.0,68.33333333333333,68.33333333333333,44.0,44.0,73.0,73.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,81.33333333333333,81.33333333333333,18.333333333333332,18.333333333333332,46.666666666666664,46.666666666666664,23.0,23.0,52.666666666666664,52.666666666666664,0.6666666666666666,0.6666666666666666,2.6666666666666665,2.6666666666666665,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,148.66666666666666,148.66666666666666,0.5853658536585366,68.33333333333333,1.0,0.3333333333333333,0.39285714285714285,46.666666666666664,0.6071428571428572,0.25,2.6666666666666665,0.75,0.5853658536585366,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,3.0,0,1,55.0,18.333333333333332,0.3333333333333333,0.3333333333333333,157.0,1514.5968531010747,1482.707769660842,1484.188270523997,1484.188270523997,0.7420941352619985,0.6007428714025703,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,25.00205338809035,72.0
8e4024cb49c963f2,UFC Fight Night: Ortega vs. Rodriguez,2022-07-16,Flyweight,Submission,2,264,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,67c1d46f4ed16f9e,Matt Schnell,loss,0.0,1.0,58.0,83.0,69.0,67.0,92.0,0.0,0.0,,0.0,2.0,133.0,0.0,47.0,81.0,58.0,79.0,120.0,2.0,3.0,66.0,2.0,1.0,160.0,4,3.0,0.75,0.75,2.0,542.0,0.0,2.0,42.5,42.5,83.0,83.0,45.5,45.5,86.5,86.5,0.25,0.25,0.25,0.25,0.25,0.25,0.5,0.5,0.25,0.25,61.0,61.0,20.75,20.75,65.75,65.75,24.25,24.25,70.25,70.25,0.5,0.5,2.25,2.25,0.0,0.0,0.25,0.25,0.0,0.0,112.0,112.0,0.5120481927710844,83.0,1.0,0.25,0.3155893536121673,65.75,0.6844106463878328,0.2222222222222222,2.25,0.7777777777777778,0.5120481927710844,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,,4.0,0,1,83.0,20.75,0.5,0.5,192.75,1529.1324165301792,1518.0323831596986,1483.8181453082084,1483.8181453082084,0.769387186456108,0.6770272906349241,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,26.48596851471595,72.0
fbedeb4e4b019b94,UFC Fight Night: Song vs. Gutierrez,2023-12-09,Bantamweight,Submission,1,242,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,c96d9178c9ed9e62,Tim Elliott,loss,0.0,0.0,10.0,25.0,40.0,10.0,25.0,0.0,0.0,,0.0,0.0,0.0,0.0,10.0,21.0,47.0,26.0,37.0,1.0,3.0,33.0,1.0,0.0,125.0,5,3.0,0.6,0.6,3.0,511.0,0.0,1.0,45.6,45.6,83.0,83.0,49.8,49.8,87.6,87.6,0.2,0.2,0.2,0.2,0.4,0.4,0.4,0.4,0.6,0.6,75.4,75.4,26.0,26.0,68.8,68.8,35.2,35.2,80.2,80.2,0.8,0.8,2.4,2.4,0.0,0.0,0.6,0.6,0.2,0.2,121.6,121.6,0.5493975903614458,83.0,1.0,0.2,0.37790697674418605,68.8,0.622093023255814,0.3333333333333333,2.4,0.6666666666666667,0.5493975903614458,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,,1.0,0,1,130.0,26.0,0.4,0.4,207.0,1512.6214149514517,1489.879391697857,1490.6609928785062,1490.6609928785062,0.6625159968348917,0.6182198691395355,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,27.88501026694045,72.0
503d7342cc08109f,UFC Fight Night: Hernandez vs. Pereira,2024-10-19,Flyweight,Decision - Unanimous,3,300,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,814e5233e2acf2ee,Charles Johnson,loss,0.0,0.0,75.0,144.0,52.0,78.0,149.0,0.0,3.0,0.0,2.0,1.0,50.0,1.0,65.0,150.0,43.0,84.0,177.0,2.0,6.0,33.0,0.0,0.0,178.0,6,3.0,0.5,0.6,-1.0,315.0,1.0,1.0,39.666666666666664,44.0,73.33333333333333,82.0,43.166666666666664,47.8,77.16666666666667,86.0,0.16666666666666666,0.2,0.16666666666666666,0.2,0.3333333333333333,0.4,0.3333333333333333,0.0,0.5,0.4,62.833333333333336,70.2,23.333333333333332,21.6,60.833333333333336,60.6,33.666666666666664,32.0,73.0,72.4,0.8333333333333334,0.6,2.5,2.0,0.0,0.0,0.6666666666666666,0.6,0.16666666666666666,0.2,122.16666666666667,74.8,0.5409090909090909,73.33333333333333,1.0,0.16666666666666666,0.3835616438356164,60.833333333333336,0.6164383561643836,0.3333333333333333,2.5,0.6666666666666667,0.5365853658536586,1.0,0.004323725055432326,0.0,-0.033333333333333354,-4.333333333333336,-1.7333333333333307,-0.09999999999999998,0.0,3.0,0.0,,1.0,0,1,140.0,23.333333333333332,0.3333333333333333,0.3333333333333333,212.83333333333334,1495.5755992820157,1521.36193441282,1490.5307260150648,1489.741993220276,0.66245810045114,0.6125468737048212,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,28.747433264887064,72.0
fd98843926965cbd,UFC 314: Volkanovski vs. Lopes,2025-04-12,Flyweight,Decision - Split,3,300,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,0be6776db31d98ec,Mitch Raposo,win,1.0,0.0,45.0,114.0,39.0,78.0,150.0,0.0,0.0,,0.0,0.0,0.0,0.0,9.0,26.0,34.0,13.0,30.0,6.0,19.0,31.0,0.0,0.0,258.0,7,3.0,0.42857142857142855,0.4,-2.0,175.0,1.0,2.0,44.714285714285715,40.4,83.42857142857143,79.4,48.142857142857146,42.8,87.42857142857143,82.2,0.14285714285714285,0.0,0.5714285714285714,0.6,0.2857142857142857,0.4,0.5714285714285714,0.4,0.5714285714285714,0.6,61.0,37.0,29.285714285714285,30.0,73.57142857142857,76.2,40.857142857142854,43.4,87.85714285714286,92.6,1.0,1.0,3.0,2.6,0.14285714285714285,0.2,0.5714285714285714,0.6,0.14285714285714285,0.2,130.14285714285714,93.0,0.535958904109589,83.42857142857143,0.25,0.5714285714285714,0.39805825242718446,73.57142857142857,0.6019417475728155,0.3333333333333333,3.0,0.6666666666666667,0.5088161209068011,0.0,0.027142783202787957,0.25,-0.02857142857142858,4.314285714285717,0.7142857142857153,0.028571428571428525,0.0,3.0,1.0,,2.0,0,1,205.0,29.285714285714285,0.42857142857142855,0.2857142857142857,225.28571428571428,1480.7609282503743,1484.736306793522,1494.9351843576012,1499.1962957862436,0.6644156374922673,0.5999092649202024,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,29.22655715263518,72.0
ce6bd165bef82bd7,UFC Fight Night: Walker vs. Zhang,2025-08-23,Flyweight,Decision - Unanimous,3,300,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,34b96d52db1d26e6,Kevin Borjas,win,1.0,0.0,73.0,129.0,56.0,91.0,150.0,0.0,5.0,0.0,0.0,0.0,17.0,0.0,16.0,44.0,36.0,23.0,51.0,0.0,5.0,0.0,0.0,0.0,209.0,8,4.0,0.5,0.4,-3.0,133.0,2.0,3.0,44.75,47.6,87.25,98.6,51.875,56.6,95.25,108.6,0.125,0.0,0.5,0.6,0.25,0.2,0.5,0.4,0.5,0.6,53.375,36.6,26.75,31.8,67.625,80.2,37.375,46.0,80.625,97.4,1.625,2.2,5.0,6.4,0.125,0.2,0.5,0.6,0.125,0.2,146.125,144.6,0.5128939828080229,87.25,0.25,0.5,0.3955637707948244,67.625,0.6044362292051756,0.325,5.0,0.675,0.4827586206896552,0.0,0.030135362118367703,0.25,-0.09999999999999998,-2.8500000000000014,5.050000000000001,0.09999999999999998,0.0,3.0,1.0,,3.0,0,1,214.0,26.75,0.5,0.375,234.625,1496.9439932088944,1487.4865301951056,1493.6603246620914,1499.343557144948,0.6721471460979412,0.6018816095680886,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,29.590691307323752,72.0
a22fd3735819d858,UFC 326: Holloway vs. Oliveira 2,2026-03-07,Flyweight,Decision - Unanimous,3,300,3.0,3 Rnd (5-5-5),True,3cf18e01cb6cbde3,Sumudaerji,c051c2e12d692b8a,Jesus Aguilar,win,1.0,0.0,62.0,148.0,41.0,69.0,156.0,4.0,5.0,80.0,0.0,0.0,156.0,0.0,31.0,106.0,29.0,42.0,120.0,1.0,5.0,20.0,0.0,0.0,125.0,9,5.0,0.5555555555555556,0.4,1.0,196.0,2.0,3.0,47.888888888888886,52.2,91.88888888888889,99.0,56.22222222222222,64.8,101.33333333333333,113.2,0.1111111111111111,0.0,1.0,1.6,0.2222222222222222,0.2,0.4444444444444444,0.4,0.4444444444444444,0.6,49.333333333333336,40.0,25.555555555555557,29.4,65.0,64.4,35.77777777777778,45.0,77.33333333333333,83.0,1.4444444444444444,2.2,5.0,7.2,0.1111111111111111,0.2,0.4444444444444444,0.6,0.1111111111111111,0.2,153.11111111111111,186.0,0.5211608222490931,91.88888888888889,0.1111111111111111,1.0,0.39316239316239315,65.0,0.6068376068376069,0.28888888888888886,5.0,0.7111111111111111,0.5272727272727272,0.0,-0.006111905023634123,0.1111111111111111,-0.6000000000000001,-4.311111111111117,3.8444444444444414,0.15555555555555556,0.0,3.0,1.0,,4.0,0,1,230.0,25.555555555555557,0.5555555555555556,0.4444444444444444,241.88888888888889,1512.508568482094,1528.9966856185642,1492.9743474990928,1500.2993092518004,0.7077804314069773,0.6039953200708581,68.0,125.0,72.0,72.0,False,Southpaw,1996-01-20,30.127310061601644,72.0
